5153042,onelayer,0.9281542056074766,0.9285857371794872
5153042,twolayer,0.9485798773364486,0.9488181089743589
5153042,onelayer,0.9285010221962616,0.9266826923076923
5153042,onelayer,0.09811258761682243,0.09725560897435898
5153042,twolayer,0.08276139018691589,0.08483573717948718
5153042,onelayer,0.9294867114485982,0.9295873397435898
5153042,twolayer,0.9508615654205608,0.9496193910256411
5153042,twolayer,0.9526686623831776,0.9545272435897436
5153042,onelayer,0.9269859813084113,0.926582532051282
5153042,conv,0.9891391647196262,0.9894831730769231
5153042,conv,0.9837908878504673,0.9817708333333334
5153042,conv,0.9817830023364486,0.9811698717948718
5153042,conv,0.9868392231308412,0.9875801282051282
5153042,conv,0.9853606892523364,0.9849759615384616
5153042,conv,0.9873320677570093,0.98828125
5153042,conv,0.9859995619158879,0.9849759615384616
